StationID,region,Location,TotalSessions,AvgWaitTime,PeakHours
C-581,Colorado,Denver,3584,14 min,17-20
N-297,Nevada,Reno,700,8 min,18-21
W-316,Washington,Seattle,720,8 min,17-20
F-278,Florida,Orlando,432,7 min,17-20
A-287,Arizona,Phoenix,2232,15 min,18-21
A-288,Arizona,Tucson,607,9 min,18-21
N-298,Nevada,Reno,4333,5 min,17-20
NY-267,New York,New York City,3069,12 min,17-20
I-269,Illinois,Chicago,4124,11 min,16-19
N-299,Nevada,Las Vegas,663,5 min,17-20
W-317,Washington,Seattle,4236,8 min,18-21
F-279,Florida,Orlando,554,3 min,17-20
I-270,Illinois,Springfield,3103,10 min,15-18
N-300,Nevada,Las Vegas,1147,15 min,18-21
T-301,Texas,Austin,4984,4 min,15-18
C-582,Colorado,Denver,4850,8 min,17-20
F-280,Florida,Orlando,2771,14 min,15-18
W-318,Washington,Seattle,2243,13 min,18-21
C-583,California,San Diego,1795,5 min,17-20
C-584,California,San Diego,2319,7 min,17-20
C-585,California,San Francisco,3848,3 min,16-19
C-586,California,San Francisco,2914,15 min,18-21
W-319,Washington,Seattle,634,15 min,16-19
W-320,Washington,Seattle,2713,12 min,18-21
C-587,Colorado,Denver,1416,14 min,17-20
N-301,Nevada,Reno,3787,9 min,15-18
T-302,Texas,Austin,3375,9 min,18-21
W-321,Washington,Spokane,4211,3 min,15-18
F-281,Florida,Tampa,3497,11 min,16-19
A-289,Arizona,Tucson,3383,8 min,17-20
F-282,Florida,Orlando,1622,10 min,15-18
A-290,Arizona,Tucson,580,8 min,17-20
C-588,California,San Diego,3492,13 min,17-20
A-291,Arizona,Tucson,3210,13 min,15-18
N-302,Nevada,Reno,1316,14 min,18-21
G-278,Georgia,Atlanta,4849,13 min,15-18
C-589,California,San Diego,3448,11 min,15-18
T-303,Texas,Dallas,3951,14 min,16-19
C-590,Colorado,Denver,3961,3 min,17-20
C-591,California,San Francisco,1468,10 min,15-18
T-304,Texas,Austin,3026,5 min,18-21
G-279,Georgia,Atlanta,3309,8 min,16-19
C-592,California,Los Angeles,3910,4 min,16-19
C-593,Colorado,Denver,3664,14 min,17-20
F-283,Florida,Tampa,2413,3 min,18-21
G-280,Georgia,Savannah,3136,5 min,15-18
W-322,Washington,Spokane,4529,5 min,15-18
G-281,Georgia,Atlanta,4089,8 min,17-20
NY-268,New York,Buffalo,3863,14 min,15-18
N-303,Nevada,Reno,1535,10 min,17-20
C-594,Colorado,Denver,479,10 min,15-18
G-282,Georgia,Savannah,1855,4 min,15-18
C-595,Colorado,Denver,3585,3 min,18-21
I-271,Illinois,Springfield,4379,5 min,16-19
C-596,Colorado,Denver,3504,10 min,15-18
C-597,Colorado,Boulder,4071,9 min,16-19
G-283,Georgia,Savannah,3548,7 min,15-18
W-323,Washington,Spokane,2150,9 min,16-19
F-284,Florida,Orlando,4723,3 min,15-18
G-284,Georgia,Savannah,1738,9 min,17-20
NY-269,New York,New York City,4453,4 min,18-21
G-285,Georgia,Atlanta,201,6 min,18-21
A-292,Arizona,Phoenix,2989,6 min,15-18
T-305,Texas,Dallas,2678,4 min,18-21
T-306,Texas,Houston,1120,9 min,15-18
F-285,Florida,Miami,3174,7 min,15-18
C-598,Colorado,Denver,2609,15 min,18-21
C-599,Colorado,Boulder,953,15 min,16-19
F-286,Florida,Miami,3415,4 min,17-20
W-324,Washington,Seattle,3274,9 min,17-20
N-304,Nevada,Reno,697,13 min,16-19
A-293,Arizona,Tucson,1036,7 min,17-20
T-307,Texas,Houston,2710,7 min,17-20
C-600,Colorado,Denver,3927,14 min,17-20
A-294,Arizona,Tucson,918,14 min,17-20
F-287,Florida,Orlando,1127,15 min,18-21
N-305,Nevada,Las Vegas,2843,6 min,18-21
T-308,Texas,Dallas,886,10 min,18-21
C-601,California,Los Angeles,4328,5 min,18-21
A-295,Arizona,Tucson,1055,8 min,18-21
C-602,Colorado,Denver,3447,13 min,16-19
G-286,Georgia,Atlanta,252,13 min,18-21
I-272,Illinois,Chicago,771,15 min,17-20
W-325,Washington,Spokane,1921,3 min,15-18
F-288,Florida,Orlando,4938,11 min,15-18
N-306,Nevada,Las Vegas,2650,9 min,17-20
F-289,Florida,Tampa,4357,13 min,17-20
N-307,Nevada,Las Vegas,3330,10 min,18-21
G-287,Georgia,Savannah,3307,10 min,16-19
C-603,Colorado,Denver,2682,5 min,17-20
N-308,Nevada,Las Vegas,1663,14 min,16-19
C-604,Colorado,Boulder,434,12 min,16-19
A-296,Arizona,Phoenix,2649,12 min,17-20
C-605,California,San Diego,3574,4 min,15-18
F-290,Florida,Orlando,4037,8 min,18-21
T-309,Texas,Austin,1425,8 min,16-19
F-291,Florida,Miami,4141,15 min,18-21
NY-270,New York,Albany,3233,6 min,15-18
C-606,Colorado,Boulder,3441,13 min,17-20
F-292,Florida,Miami,3884,7 min,17-20
I-273,Illinois,Springfield,251,8 min,18-21
T-310,Texas,Austin,1115,4 min,18-21
F-293,Florida,Orlando,3319,6 min,17-20
N-309,Nevada,Reno,1833,13 min,16-19
C-607,Colorado,Denver,1918,11 min,17-20
N-310,Nevada,Las Vegas,304,13 min,18-21
A-297,Arizona,Tucson,4401,10 min,18-21
T-311,Texas,Houston,758,3 min,16-19
C-608,California,San Diego,4068,15 min,16-19
W-326,Washington,Spokane,3160,7 min,18-21
I-274,Illinois,Springfield,2539,7 min,16-19
T-312,Texas,Houston,2837,5 min,17-20
N-311,Nevada,Reno,2113,11 min,16-19
I-275,Illinois,Chicago,3748,5 min,18-21
NY-271,New York,New York City,4858,7 min,15-18
I-276,Illinois,Springfield,1544,15 min,15-18
W-327,Washington,Spokane,2642,8 min,16-19
N-312,Nevada,Reno,4211,5 min,17-20
T-313,Texas,Dallas,2075,11 min,15-18
N-313,Nevada,Reno,4417,15 min,18-21
F-294,Florida,Miami,2057,15 min,15-18
F-295,Florida,Orlando,3646,10 min,16-19
N-314,Nevada,Reno,4917,13 min,15-18
T-314,Texas,Houston,3411,12 min,15-18
C-609,Colorado,Boulder,1364,4 min,16-19
C-610,California,San Diego,4342,10 min,16-19
G-288,Georgia,Savannah,3471,6 min,15-18
NY-272,New York,Albany,3475,15 min,16-19
I-277,Illinois,Chicago,3425,7 min,15-18
W-328,Washington,Spokane,2398,11 min,18-21
G-289,Georgia,Atlanta,1417,10 min,17-20
N-315,Nevada,Reno,466,14 min,18-21
C-611,California,Los Angeles,2412,13 min,18-21
C-612,Colorado,Boulder,3498,8 min,17-20
W-329,Washington,Spokane,1022,15 min,17-20
I-278,Illinois,Chicago,639,6 min,15-18
C-613,Colorado,Boulder,2552,3 min,18-21
I-279,Illinois,Chicago,4443,4 min,16-19
N-316,Nevada,Reno,3122,8 min,18-21
NY-273,New York,Buffalo,1989,8 min,16-19
N-317,Nevada,Reno,3302,14 min,15-18
I-280,Illinois,Chicago,4301,3 min,15-18
G-290,Georgia,Atlanta,4919,14 min,17-20
F-296,Florida,Miami,2378,14 min,17-20
F-297,Florida,Miami,2251,7 min,16-19
T-315,Texas,Dallas,2581,4 min,16-19
G-291,Georgia,Savannah,4060,13 min,15-18
T-316,Texas,Dallas,2988,14 min,17-20
G-292,Georgia,Savannah,3783,6 min,15-18
C-614,Colorado,Boulder,2600,15 min,18-21
G-293,Georgia,Savannah,148,12 min,18-21
G-294,Georgia,Atlanta,1792,3 min,18-21
F-298,Florida,Tampa,2902,10 min,17-20
A-298,Arizona,Phoenix,2340,4 min,16-19
N-318,Nevada,Las Vegas,2516,14 min,15-18
C-615,Colorado,Denver,2555,10 min,18-21
NY-274,New York,Buffalo,3113,14 min,15-18
NY-275,New York,Albany,3695,3 min,15-18
I-281,Illinois,Springfield,543,5 min,17-20
C-616,California,San Francisco,2163,15 min,16-19
A-299,Arizona,Phoenix,4643,14 min,17-20
C-617,California,Los Angeles,379,14 min,16-19
C-618,California,Los Angeles,903,10 min,15-18
A-300,Arizona,Phoenix,4872,15 min,15-18
N-319,Nevada,Reno,2165,4 min,16-19
G-295,Georgia,Atlanta,4959,3 min,16-19
N-320,Nevada,Las Vegas,1714,9 min,16-19
T-317,Texas,Houston,3639,15 min,15-18
W-330,Washington,Seattle,2802,6 min,18-21
G-296,Georgia,Atlanta,3460,5 min,15-18
N-321,Nevada,Reno,3406,7 min,17-20
F-299,Florida,Tampa,3642,10 min,16-19
G-297,Georgia,Atlanta,2518,11 min,16-19
G-298,Georgia,Savannah,873,3 min,16-19
NY-276,New York,Albany,1735,14 min,15-18
F-300,Florida,Orlando,2665,7 min,18-21
F-301,Florida,Tampa,4693,9 min,15-18
A-301,Arizona,Tucson,809,8 min,17-20
N-322,Nevada,Las Vegas,4758,5 min,15-18
N-323,Nevada,Las Vegas,2126,12 min,15-18
C-619,Colorado,Boulder,1475,7 min,16-19
G-299,Georgia,Atlanta,1227,5 min,16-19
T-318,Texas,Dallas,4459,10 min,15-18
A-302,Arizona,Phoenix,889,11 min,18-21
A-303,Arizona,Phoenix,2763,3 min,16-19
C-620,California,San Diego,2415,7 min,16-19
C-621,Colorado,Boulder,2391,13 min,16-19
N-324,Nevada,Las Vegas,911,13 min,17-20
NY-277,New York,Buffalo,1090,8 min,16-19
C-622,Colorado,Denver,2543,3 min,18-21
W-331,Washington,Seattle,2390,11 min,16-19
C-623,Colorado,Boulder,3935,11 min,15-18
C-624,California,San Francisco,3983,8 min,17-20
A-304,Arizona,Phoenix,1653,5 min,16-19
F-302,Florida,Tampa,377,5 min,16-19
NY-278,New York,Albany,1029,8 min,17-20
N-325,Nevada,Las Vegas,1725,14 min,17-20
A-305,Arizona,Phoenix,3789,8 min,18-21
I-282,Illinois,Chicago,2570,13 min,17-20
A-306,Arizona,Tucson,1702,10 min,18-21
T-319,Texas,Houston,3573,4 min,16-19
W-332,Washington,Spokane,1461,5 min,18-21
N-326,Nevada,Reno,3089,4 min,16-19
C-625,California,Los Angeles,1533,3 min,17-20
G-300,Georgia,Atlanta,1993,8 min,15-18
G-301,Georgia,Savannah,4073,9 min,15-18
I-283,Illinois,Chicago,1851,8 min,15-18
NY-279,New York,Buffalo,1901,9 min,18-21
I-284,Illinois,Springfield,1920,9 min,18-21
C-626,Colorado,Boulder,2387,7 min,18-21
NY-280,New York,New York City,1439,4 min,16-19
N-327,Nevada,Reno,2503,10 min,15-18
C-627,California,San Diego,3168,15 min,16-19
NY-281,New York,Albany,3606,3 min,17-20
T-320,Texas,Houston,4343,4 min,15-18
C-628,Colorado,Denver,911,11 min,15-18
C-629,Colorado,Denver,1900,12 min,16-19
NY-282,New York,New York City,1834,3 min,16-19
C-630,California,Los Angeles,2572,13 min,16-19
W-333,Washington,Spokane,4719,10 min,18-21
G-302,Georgia,Atlanta,4338,10 min,16-19
A-307,Arizona,Phoenix,4858,13 min,17-20
C-631,California,Los Angeles,692,7 min,16-19
T-321,Texas,Houston,251,4 min,18-21
G-303,Georgia,Atlanta,2250,4 min,16-19
C-632,California,Los Angeles,4280,3 min,16-19
C-633,Colorado,Denver,1865,15 min,18-21
F-303,Florida,Orlando,1338,10 min,17-20
NY-283,New York,Albany,1794,13 min,16-19
C-634,Colorado,Denver,4680,11 min,17-20
G-304,Georgia,Atlanta,4533,9 min,16-19
T-322,Texas,Dallas,4201,8 min,18-21
T-323,Texas,Dallas,3142,11 min,16-19
T-324,Texas,Austin,2253,15 min,17-20
C-635,California,Los Angeles,2500,7 min,16-19
G-305,Georgia,Atlanta,164,12 min,17-20
C-636,California,San Francisco,3508,14 min,16-19
A-308,Arizona,Tucson,4609,12 min,18-21
W-334,Washington,Seattle,1299,3 min,15-18
C-637,California,San Francisco,3065,6 min,18-21
W-335,Washington,Seattle,4420,8 min,16-19
C-638,Colorado,Boulder,4789,9 min,15-18
W-336,Washington,Spokane,375,15 min,17-20
A-309,Arizona,Tucson,402,14 min,15-18
C-639,California,San Diego,4919,4 min,18-21
N-328,Nevada,Reno,3078,9 min,16-19
T-325,Texas,Dallas,2795,5 min,18-21
N-329,Nevada,Las Vegas,1023,10 min,15-18
C-640,California,San Diego,1745,6 min,17-20
W-337,Washington,Spokane,1660,3 min,18-21
NY-284,New York,New York City,4927,15 min,17-20
F-304,Florida,Miami,221,9 min,17-20
I-285,Illinois,Chicago,1827,7 min,15-18
N-330,Nevada,Reno,1510,10 min,17-20
C-641,Colorado,Denver,399,9 min,15-18
W-338,Washington,Seattle,4971,5 min,16-19
C-642,California,San Diego,4461,4 min,16-19
F-305,Florida,Miami,1043,5 min,15-18
W-339,Washington,Spokane,2369,10 min,15-18
I-286,Illinois,Chicago,4587,5 min,15-18
A-310,Arizona,Tucson,4853,4 min,17-20
T-326,Texas,Dallas,3919,13 min,17-20
T-327,Texas,Austin,4406,5 min,16-19
W-340,Washington,Seattle,891,12 min,18-21
N-331,Nevada,Las Vegas,4762,6 min,15-18
C-643,California,San Diego,4054,8 min,15-18
N-332,Nevada,Las Vegas,3462,12 min,16-19
C-644,California,Los Angeles,3729,10 min,17-20
G-306,Georgia,Savannah,4165,5 min,15-18
T-328,Texas,Austin,2113,3 min,16-19
W-341,Washington,Spokane,1608,14 min,16-19
T-329,Texas,Houston,880,9 min,15-18
C-645,California,Los Angeles,4359,8 min,17-20
C-646,Colorado,Denver,3629,3 min,18-21
G-307,Georgia,Savannah,4695,3 min,17-20
T-330,Texas,Dallas,1355,5 min,16-19
G-308,Georgia,Atlanta,4480,6 min,15-18
NY-285,New York,Buffalo,4011,10 min,16-19
F-306,Florida,Tampa,2930,9 min,16-19
W-342,Washington,Seattle,4808,14 min,16-19
C-647,Colorado,Boulder,2625,11 min,17-20
W-343,Washington,Spokane,4151,4 min,16-19
A-311,Arizona,Phoenix,3460,3 min,15-18
W-344,Washington,Spokane,318,11 min,15-18
T-331,Texas,Dallas,3632,11 min,15-18
NY-286,New York,Buffalo,3381,9 min,18-21
T-332,Texas,Dallas,1848,14 min,16-19
I-287,Illinois,Chicago,724,5 min,17-20
A-312,Arizona,Tucson,4206,6 min,16-19
F-307,Florida,Orlando,4142,7 min,17-20
I-288,Illinois,Springfield,1368,9 min,16-19
N-333,Nevada,Reno,3366,12 min,16-19
C-648,Colorado,Boulder,2498,13 min,16-19
C-649,California,San Diego,3131,5 min,15-18
T-333,Texas,Dallas,1866,12 min,16-19
C-650,California,Los Angeles,4714,11 min,15-18
A-313,Arizona,Tucson,3580,8 min,17-20
F-308,Florida,Miami,3295,15 min,16-19
N-334,Nevada,Reno,3818,11 min,15-18
N-335,Nevada,Reno,1239,12 min,17-20
N-336,Nevada,Reno,3127,4 min,15-18
F-309,Florida,Miami,3123,3 min,15-18
C-651,Colorado,Boulder,3342,13 min,18-21
A-314,Arizona,Tucson,4651,15 min,16-19
C-652,California,San Francisco,575,13 min,18-21
C-653,Colorado,Denver,1964,8 min,15-18
N-337,Nevada,Reno,3014,8 min,16-19
C-654,Colorado,Denver,655,10 min,18-21
N-338,Nevada,Las Vegas,4830,11 min,15-18
T-334,Texas,Austin,739,14 min,16-19
C-655,Colorado,Denver,3616,7 min,15-18
NY-287,New York,Albany,4603,13 min,17-20
A-315,Arizona,Tucson,4416,11 min,15-18
C-656,Colorado,Boulder,1150,9 min,15-18
C-657,Colorado,Boulder,3371,7 min,17-20
G-309,Georgia,Savannah,1573,15 min,16-19
N-339,Nevada,Las Vegas,1979,11 min,15-18
T-335,Texas,Austin,4656,3 min,18-21
A-316,Arizona,Tucson,948,13 min,17-20
G-310,Georgia,Savannah,2452,13 min,16-19
C-658,California,San Francisco,3936,5 min,16-19
C-659,California,Los Angeles,3210,8 min,18-21
G-311,Georgia,Atlanta,2738,10 min,17-20
W-345,Washington,Seattle,3995,4 min,18-21
A-317,Arizona,Tucson,586,5 min,15-18
F-310,Florida,Orlando,1506,9 min,16-19
G-312,Georgia,Atlanta,3493,15 min,17-20
NY-288,New York,Buffalo,1204,4 min,17-20
C-660,California,Los Angeles,2203,5 min,16-19
I-289,Illinois,Chicago,817,14 min,18-21
NY-289,New York,New York City,3554,9 min,15-18
N-340,Nevada,Las Vegas,4822,4 min,16-19
F-311,Florida,Orlando,624,11 min,16-19
NY-290,New York,Albany,4110,4 min,17-20
I-290,Illinois,Springfield,327,10 min,15-18
T-336,Texas,Houston,3683,4 min,17-20
N-341,Nevada,Reno,2980,3 min,18-21
A-318,Arizona,Tucson,1097,12 min,18-21
F-312,Florida,Miami,2339,13 min,15-18
W-346,Washington,Spokane,4929,6 min,16-19
C-661,California,San Diego,2825,12 min,18-21
C-662,California,Los Angeles,948,3 min,16-19
A-319,Arizona,Phoenix,2517,9 min,15-18
T-337,Texas,Austin,4341,11 min,15-18
T-338,Texas,Austin,2879,4 min,15-18
I-291,Illinois,Springfield,3544,5 min,17-20
G-313,Georgia,Atlanta,3787,8 min,18-21
G-314,Georgia,Atlanta,1275,10 min,18-21
NY-291,New York,New York City,468,9 min,17-20
F-313,Florida,Orlando,910,7 min,16-19
I-292,Illinois,Chicago,1977,12 min,15-18
F-314,Florida,Miami,1028,12 min,15-18
C-663,Colorado,Denver,3396,11 min,18-21
W-347,Washington,Seattle,2492,6 min,15-18
C-664,California,San Diego,4323,6 min,18-21
W-348,Washington,Seattle,4937,9 min,18-21
N-342,Nevada,Reno,596,10 min,18-21
W-349,Washington,Seattle,2175,11 min,15-18
A-320,Arizona,Tucson,983,12 min,16-19
NY-292,New York,New York City,2440,15 min,16-19
W-350,Washington,Spokane,2142,8 min,15-18
F-315,Florida,Tampa,1326,6 min,16-19
N-343,Nevada,Las Vegas,704,4 min,16-19
I-293,Illinois,Chicago,2358,8 min,18-21
A-321,Arizona,Tucson,4406,11 min,16-19
A-322,Arizona,Phoenix,1017,5 min,18-21
C-665,Colorado,Boulder,2432,12 min,17-20
I-294,Illinois,Springfield,2021,13 min,17-20
C-666,California,San Diego,3626,13 min,17-20
N-344,Nevada,Las Vegas,1882,3 min,16-19
T-339,Texas,Houston,4340,10 min,17-20
NY-293,New York,Albany,3367,4 min,15-18
G-315,Georgia,Atlanta,4787,15 min,18-21
C-667,California,San Diego,4583,8 min,17-20
NY-294,New York,Albany,1254,10 min,18-21
T-340,Texas,Dallas,681,5 min,15-18
G-316,Georgia,Atlanta,1974,7 min,16-19
W-351,Washington,Seattle,4610,8 min,17-20
A-323,Arizona,Tucson,2601,11 min,18-21
C-668,California,Los Angeles,1854,7 min,15-18
F-316,Florida,Miami,1980,11 min,18-21
W-352,Washington,Spokane,2567,13 min,16-19
T-341,Texas,Austin,4892,8 min,18-21
T-342,Texas,Dallas,506,7 min,16-19
F-317,Florida,Orlando,468,13 min,18-21
C-669,California,San Francisco,2806,5 min,16-19
NY-295,New York,Albany,277,14 min,17-20
C-670,Colorado,Boulder,3747,12 min,18-21
C-671,Colorado,Denver,1987,3 min,16-19
C-672,Colorado,Denver,1145,8 min,15-18
T-343,Texas,Austin,1206,11 min,15-18
G-317,Georgia,Atlanta,1979,10 min,17-20
N-345,Nevada,Las Vegas,4066,14 min,17-20
I-295,Illinois,Chicago,2305,3 min,15-18
G-318,Georgia,Atlanta,333,9 min,18-21
N-346,Nevada,Reno,2025,9 min,18-21
C-673,California,San Francisco,4363,5 min,17-20
F-318,Florida,Orlando,4255,13 min,15-18
W-353,Washington,Seattle,1307,15 min,16-19
W-354,Washington,Seattle,3512,9 min,18-21
N-347,Nevada,Reno,2792,9 min,18-21
C-674,Colorado,Boulder,1962,15 min,15-18
N-348,Nevada,Reno,3872,9 min,18-21
NY-296,New York,New York City,4577,14 min,18-21
A-324,Arizona,Phoenix,1682,9 min,15-18
F-319,Florida,Orlando,4945,10 min,17-20
A-325,Arizona,Phoenix,2846,9 min,17-20
F-320,Florida,Tampa,4088,12 min,16-19
C-675,Colorado,Denver,250,8 min,16-19
G-319,Georgia,Atlanta,2499,5 min,15-18
T-344,Texas,Dallas,2874,14 min,18-21
A-326,Arizona,Tucson,2955,7 min,15-18
G-320,Georgia,Atlanta,4638,4 min,17-20
T-345,Texas,Austin,1170,8 min,16-19
G-321,Georgia,Savannah,258,5 min,17-20
A-327,Arizona,Tucson,1368,9 min,15-18
W-355,Washington,Spokane,727,6 min,17-20
I-296,Illinois,Springfield,1239,4 min,18-21
NY-297,New York,Buffalo,1695,4 min,16-19
W-356,Washington,Seattle,2064,6 min,18-21
NY-298,New York,New York City,707,7 min,17-20
A-328,Arizona,Phoenix,1663,7 min,18-21
I-297,Illinois,Chicago,3190,13 min,16-19
NY-299,New York,Albany,1467,14 min,17-20
A-329,Arizona,Tucson,4083,7 min,18-21
T-346,Texas,Dallas,1132,7 min,16-19
NY-300,New York,New York City,1961,5 min,17-20
F-321,Florida,Orlando,1606,11 min,16-19
I-298,Illinois,Chicago,2969,11 min,17-20
C-676,California,San Francisco,946,8 min,18-21
C-677,California,Los Angeles,4835,5 min,16-19
T-347,Texas,Austin,4013,6 min,17-20
C-678,California,San Francisco,2738,9 min,16-19
N-349,Nevada,Reno,1542,13 min,16-19
W-357,Washington,Spokane,1476,6 min,17-20
G-322,Georgia,Atlanta,2995,10 min,18-21
T-348,Texas,Austin,191,15 min,16-19
C-679,Colorado,Boulder,2367,11 min,16-19
C-680,Colorado,Boulder,4562,12 min,18-21
I-299,Illinois,Chicago,3836,11 min,16-19
G-323,Georgia,Atlanta,3257,10 min,15-18
I-300,Illinois,Springfield,4991,11 min,16-19
W-358,Washington,Seattle,726,13 min,15-18
I-301,Illinois,Springfield,195,6 min,17-20
W-359,Washington,Seattle,739,7 min,16-19
T-349,Texas,Houston,957,11 min,18-21
W-360,Washington,Seattle,2183,15 min,18-21
NY-301,New York,Albany,4924,12 min,18-21
W-361,Washington,Spokane,605,8 min,18-21
C-681,California,San Francisco,4876,10 min,17-20
C-682,Colorado,Denver,2654,10 min,15-18
NY-302,New York,Buffalo,896,5 min,16-19
C-683,Colorado,Denver,2981,8 min,17-20
NY-303,New York,Buffalo,1002,6 min,18-21
T-350,Texas,Houston,3230,5 min,16-19
C-684,Colorado,Denver,2015,13 min,15-18
N-350,Nevada,Las Vegas,2778,3 min,17-20
C-685,Colorado,Boulder,4235,10 min,16-19
C-686,Colorado,Boulder,4641,7 min,16-19
F-322,Florida,Orlando,4062,10 min,15-18
NY-304,New York,New York City,172,12 min,15-18
G-324,Georgia,Atlanta,3297,14 min,15-18
T-351,Texas,Houston,1164,9 min,16-19
I-302,Illinois,Springfield,2705,10 min,16-19
N-351,Nevada,Reno,457,4 min,17-20
C-687,California,San Diego,2489,13 min,16-19
C-688,Colorado,Boulder,368,4 min,16-19
A-330,Arizona,Phoenix,2837,7 min,16-19
I-303,Illinois,Chicago,979,9 min,18-21
G-325,Georgia,Atlanta,2739,15 min,17-20
I-304,Illinois,Chicago,1781,11 min,15-18
G-326,Georgia,Savannah,4529,7 min,18-21
W-362,Washington,Spokane,2628,12 min,18-21
T-352,Texas,Dallas,4146,11 min,15-18
W-363,Washington,Seattle,4581,11 min,18-21
T-353,Texas,Austin,793,13 min,15-18
C-689,California,San Diego,2024,7 min,18-21
G-327,Georgia,Atlanta,884,6 min,18-21
G-328,Georgia,Atlanta,4823,9 min,17-20
G-329,Georgia,Savannah,4211,9 min,16-19
C-690,Colorado,Boulder,4375,10 min,15-18
C-691,Colorado,Boulder,1427,7 min,15-18
W-364,Washington,Spokane,1685,8 min,17-20
I-305,Illinois,Springfield,3934,11 min,17-20
W-365,Washington,Seattle,2633,6 min,16-19
N-352,Nevada,Las Vegas,2938,5 min,17-20
C-692,California,San Diego,2195,14 min,15-18
C-693,Colorado,Denver,3650,7 min,17-20
I-306,Illinois,Chicago,4798,4 min,18-21
C-694,Colorado,Denver,419,15 min,15-18
G-330,Georgia,Savannah,4985,12 min,15-18
N-353,Nevada,Reno,945,5 min,18-21
T-354,Texas,Houston,3133,6 min,17-20
N-354,Nevada,Reno,681,15 min,17-20
F-323,Florida,Orlando,529,10 min,17-20
N-355,Nevada,Las Vegas,4216,11 min,15-18
C-695,California,Los Angeles,1561,10 min,16-19
N-356,Nevada,Reno,2443,5 min,18-21
G-331,Georgia,Atlanta,1885,9 min,16-19
T-355,Texas,Houston,2171,10 min,18-21
N-357,Nevada,Las Vegas,4929,13 min,15-18
F-324,Florida,Tampa,642,14 min,15-18
I-307,Illinois,Springfield,3024,13 min,17-20
A-331,Arizona,Phoenix,339,11 min,17-20
F-325,Florida,Miami,936,5 min,17-20
I-308,Illinois,Chicago,4008,13 min,17-20
F-326,Florida,Orlando,4936,12 min,17-20
W-366,Washington,Spokane,1277,11 min,18-21
T-356,Texas,Dallas,318,3 min,16-19
W-367,Washington,Spokane,1659,14 min,18-21
T-357,Texas,Houston,1937,13 min,15-18
NY-305,New York,Buffalo,2845,14 min,16-19
T-358,Texas,Houston,3289,14 min,15-18
F-327,Florida,Tampa,3374,8 min,16-19
C-696,California,Los Angeles,2996,8 min,15-18
W-368,Washington,Spokane,1246,7 min,15-18
F-328,Florida,Tampa,889,7 min,17-20
C-697,California,San Francisco,4981,12 min,15-18
A-332,Arizona,Phoenix,2126,15 min,15-18
F-329,Florida,Tampa,2155,8 min,15-18
F-330,Florida,Orlando,1125,13 min,18-21
A-333,Arizona,Phoenix,3434,10 min,18-21
NY-306,New York,Buffalo,3072,3 min,17-20
C-698,Colorado,Denver,4356,15 min,15-18
I-309,Illinois,Springfield,3961,4 min,15-18
T-359,Texas,Dallas,1651,10 min,18-21
C-699,Colorado,Denver,4428,10 min,17-20
T-360,Texas,Dallas,4186,3 min,18-21
F-331,Florida,Tampa,2832,6 min,17-20
N-358,Nevada,Las Vegas,2448,3 min,17-20
C-700,Colorado,Boulder,1847,4 min,15-18
W-369,Washington,Spokane,2850,3 min,18-21
G-332,Georgia,Savannah,4894,5 min,15-18
N-359,Nevada,Reno,2748,15 min,15-18
N-360,Nevada,Reno,4215,14 min,15-18
N-361,Nevada,Las Vegas,2581,13 min,15-18
G-333,Georgia,Savannah,815,14 min,17-20
NY-307,New York,New York City,717,12 min,17-20
C-701,Colorado,Denver,2648,6 min,18-21
T-361,Texas,Austin,3722,13 min,17-20
NY-308,New York,Buffalo,2567,13 min,17-20
NY-309,New York,Buffalo,4474,3 min,17-20
G-334,Georgia,Atlanta,1651,3 min,16-19
C-702,Colorado,Boulder,3994,11 min,16-19
G-335,Georgia,Atlanta,4226,13 min,15-18
A-334,Arizona,Tucson,3206,15 min,15-18
C-703,California,Los Angeles,4787,3 min,16-19
N-362,Nevada,Reno,3614,5 min,15-18
T-362,Texas,Houston,269,13 min,18-21
F-332,Florida,Miami,2199,5 min,16-19
C-704,California,San Diego,3111,3 min,17-20
C-705,California,San Diego,780,10 min,17-20
I-310,Illinois,Chicago,1362,4 min,17-20
G-336,Georgia,Savannah,491,7 min,17-20
I-311,Illinois,Chicago,1708,9 min,15-18
G-337,Georgia,Atlanta,3240,12 min,17-20
F-333,Florida,Tampa,1691,4 min,16-19
N-363,Nevada,Reno,4997,12 min,15-18
W-370,Washington,Spokane,2536,8 min,16-19
NY-310,New York,Buffalo,2200,13 min,18-21
C-706,California,Los Angeles,545,3 min,17-20
T-363,Texas,Austin,1164,5 min,16-19
N-364,Nevada,Reno,4925,15 min,18-21
NY-311,New York,New York City,1729,6 min,17-20
G-338,Georgia,Savannah,1352,13 min,15-18
C-707,California,San Diego,2657,13 min,15-18
I-312,Illinois,Springfield,453,5 min,18-21
G-339,Georgia,Atlanta,2106,15 min,15-18
W-371,Washington,Spokane,557,9 min,17-20
A-335,Arizona,Tucson,2370,9 min,15-18
T-364,Texas,Dallas,226,7 min,18-21
N-365,Nevada,Las Vegas,500,3 min,16-19
C-708,Colorado,Boulder,452,15 min,15-18
T-365,Texas,Houston,1357,14 min,17-20
T-366,Texas,Austin,259,13 min,16-19
N-366,Nevada,Reno,1529,3 min,15-18
I-313,Illinois,Springfield,881,10 min,18-21
T-367,Texas,Houston,2787,8 min,17-20
